human_id,ST,host_source_raw,collection_year,country
SAMN46200683,ST39,Homo sapiens,2023,South Africa
SAMN46200684,ST25,Homo sapiens,2023,South Africa
SAMN46200685,ST307,Homo sapiens,2023,South Africa
SAMN46200686,ST26,Homo sapiens,2023,South Africa
SAMN51865685,ST45,Homo sapiens,2025,USA
SAMN51865687,ST4843,Homo sapiens,2025,USA
SAMN51865695,ST4843,Homo sapiens,2025,USA
SAMN51865696,ST76,Homo sapiens,2025,USA
SAMN51865699,ST395,Homo sapiens,2025,USA
SAMN51865708,ST4843,Homo sapiens,2025,USA
SAMN51865711,ST432,Homo sapiens,2025,USA
SAMN51960291,ST11,Homo sapiens,2025,USA: Florida
SAMN51960512,ST147,Homo sapiens,2025,USA
SAMN51960515,ST219,Homo sapiens,2025,USA
SAMN51960516,ST219,Homo sapiens,2025,USA
SAMN51960602,ST15,Homo sapiens,2024,"Spain: Cambre, Galicia"
SAMN51960609,ST147,Homo sapiens,2024,"Spain: A Coruna, Galicia"
SAMN51960629,ST15,Homo sapiens,2024,"Spain: A Coruna, Galicia"
SAMN51960642,ST15,Homo sapiens,2024,"Spain: A Coruna, Galicia"
SAMN51960658,ST15,Homo sapiens,2024,"Spain: A Coruna, Galicia"
SAMN51960665,ST512,Homo sapiens,2024,"Spain: A Coruna, Galicia"
SAMN51960668,ST469,Homo sapiens,2024,"Spain: A Coruna, Galicia"
SAMN51960673,ST307,Homo sapiens,2024,"Spain: A Coruna, Galicia"
SAMN51960680,ST307,Homo sapiens,2024,"Spain: Carballo, Galicia"
SAMN51960691,ST15,Homo sapiens,2024,"Spain: A Coruna, Galicia"
SAMN51960693,ST307,Homo sapiens,2024,"Spain: A Coruna, Galicia"
SAMN51960703,ST15,Homo sapiens,2025,"Spain: Oleiros, Galicia"
SAMN51960704,ST15,Homo sapiens,2025,"Spain: A Coruna, Galicia"
SAMN51960705,ST147,Homo sapiens,2025,"Spain: A Coruna, Galicia"
SAMN51960715,ST15,Homo sapiens,2025,"Spain: A Coruna, Galicia"
SAMN51960728,ST15,Homo sapiens,2025,"Spain: A Coruna, Galicia"
SAMN51960745,ST307,Homo sapiens,2025,"Spain: A Coruna, Galicia"
SAMN51960756,ST395,Homo sapiens,2025,"Spain: A Coruna, Galicia"
SAMN51960770,ST307,Homo sapiens,2025,"Spain: A Coruna, Galicia"
SAMN51960771,ST307,Homo sapiens,2025,"Spain: A Coruna, Galicia"
SAMN51960778,ST307,Homo sapiens,2025,"Spain: A Coruna, Galicia"
SAMN51960779,ST307,Homo sapiens,2025,"Spain: A Coruna, Galicia"
SAMN51960780,ST307,Homo sapiens,2025,"Spain: A Coruna, Galicia"
SAMN51960781,ST307,Homo sapiens,2025,"Spain: A Coruna, Galicia"
SAMN51960782,ST273,Homo sapiens,2025,"Spain: A Coruna, Galicia"
SAMN51960796,ST307,Homo sapiens,2025,"Spain: A Coruna, Galicia"
SAMN51960818,ST6589,Homo sapiens,2025,"Spain: A Coruna, Galicia"
SAMN51960820,ST307,Homo sapiens,2025,"Spain: A Coruna, Galicia"
SAMN51960821,ST307,Homo sapiens,2025,"Spain: A Coruna, Galicia"
SAMN51960827,ST20,Homo sapiens,2025,"Spain: A Coruna, Galicia"
SAMN51960852,ST307,Homo sapiens,2025,"Spain: A Coruna, Galicia"
SAMN51960869,ST307,Homo sapiens,2025,"Spain: A Coruna, Galicia"
SAMN51962346,ST5048,Homo sapiens,2025,USA
SAMN51982637,ST258,Homo sapiens,2025,"USA: Santa Clara County, CA"
SAMN52093291,ST395,Homo sapiens,2025,USA
SAMN52321083,ST14,Homo sapiens,2025,USA: Florida
SAMN52377665,ST219,Homo sapiens,2025,USA
SAMN52377674,ST258,Homo sapiens,2025,USA
SAMN52377675,ST4843,Homo sapiens,2025,USA
SAMN52377783,ST8233,Homo sapiens,2025,USA
SAMN52377784,ST4843,Homo sapiens,2025,USA
SAMN52377785,ST4843,Homo sapiens,2025,USA
SAMN52377786,ST408,Homo sapiens,2025,USA
SAMN52377789,ST4843,Homo sapiens,2025,USA
SAMN52377790,ST258,Homo sapiens,2025,USA
SAMN52377791,ST4843,Homo sapiens,2025,USA
SAMN52377792,ST11,Homo sapiens,2025,USA
SAMN52377794,ST258,Homo sapiens,2025,USA
SAMN52377795,ST35,Homo sapiens,2025,USA
SAMN52377797,ST5072,Homo sapiens,2025,USA
SAMN52377800,ST4843,Homo sapiens,2025,USA
SAMN52377801,ST4843,Homo sapiens,2025,USA
SAMEA120304025,ST2440,Homo sapiens,2021,Germany
SAMN41574065,ST307,Homo sapiens,2020,South Korea
SAMN41574066,ST307,Homo sapiens,2020,South Korea
SAMN41574067,ST307,Homo sapiens,2020,South Korea
SAMN41574068,ST307,Homo sapiens,2020,South Korea
SAMN41574069,ST307,Homo sapiens,2020,South Korea
SAMN41574070,ST307,Homo sapiens,2020,South Korea
SAMN41574071,ST307,Homo sapiens,2020,South Korea
SAMN41574072,ST307,Homo sapiens,2020,South Korea
SAMN41574073,ST307,Homo sapiens,2020,South Korea
SAMN41574074,ST307,Homo sapiens,2020,South Korea
SAMN41574075,ST307,Homo sapiens,2020,South Korea
SAMN41574076,ST307,Homo sapiens,2020,South Korea
SAMN41574077,ST307,Homo sapiens,2020,South Korea
SAMN41574078,ST307,Homo sapiens,2020,South Korea
SAMN41574079,ST307,Homo sapiens,2021,South Korea
SAMN41574080,ST307,Homo sapiens,2021,South Korea
SAMN41574081,ST307,Homo sapiens,2021,South Korea
SAMN41574082,ST307,Homo sapiens,2021,South Korea
SAMN41574083,ST307,Homo sapiens,2021,South Korea
SAMN41574084,ST307,Homo sapiens,2021,South Korea
SAMN41574085,ST307,Homo sapiens,2021,South Korea
SAMN41574086,ST307,Homo sapiens,2021,South Korea
SAMN41574087,ST307,Homo sapiens,2021,South Korea
SAMN41574088,ST307,Homo sapiens,2021,South Korea
SAMN41574089,ST307,Homo sapiens,2021,South Korea
SAMN41574090,ST307,Homo sapiens,2021,South Korea
SAMN41574091,ST307,Homo sapiens,2021,South Korea
SAMN41574092,ST307,Homo sapiens,2021,South Korea
SAMN41574093,ST307,Homo sapiens,2021,South Korea
SAMN41574095,ST307,Homo sapiens,2021,South Korea
SAMN41574096,ST307,Homo sapiens,2021,South Korea
SAMN41574097,ST307,Homo sapiens,2021,South Korea
SAMN41574098,ST307,Homo sapiens,2021,South Korea
SAMN41574099,ST307,Homo sapiens,2021,South Korea
SAMN41574100,ST307,Homo sapiens,2021,South Korea
SAMN41574101,ST307,Homo sapiens,2021,South Korea
SAMN41574102,ST307,Homo sapiens,2021,South Korea
SAMN41574103,ST307,Homo sapiens,2021,South Korea
SAMN41574104,ST307,Homo sapiens,2021,South Korea
SAMN41574105,ST307,Homo sapiens,2021,South Korea
SAMN41574106,ST307,Homo sapiens,2021,South Korea
SAMN41574107,ST307,Homo sapiens,2021,South Korea
SAMN41574108,ST307,Homo sapiens,2021,South Korea
SAMN41574110,ST307,Homo sapiens,2021,South Korea
SAMN41574111,ST307,Homo sapiens,2021,South Korea
SAMN41574112,ST307,Homo sapiens,2023,South Korea
SAMN41574113,ST307,Homo sapiens,2023,South Korea
SAMN41574114,ST307,Homo sapiens,2023,South Korea
SAMN41574115,ST307,Homo sapiens,2023,South Korea
SAMN41574116,ST307,Homo sapiens,2023,South Korea
SAMN41574117,ST307,Homo sapiens,2019,South Korea
SAMN41574118,ST307,Homo sapiens,2019,South Korea
SAMN41574119,ST307,Homo sapiens,2019,South Korea
SAMN41574120,ST307,Homo sapiens,2019,South Korea
SAMN41574121,ST307,Homo sapiens,2019,South Korea
SAMN41574122,ST307,Homo sapiens,2019,South Korea
SAMN41574123,ST307,Homo sapiens,2019,South Korea
SAMN41574124,ST307,Homo sapiens,2019,South Korea
SAMN41574125,ST307,Homo sapiens,2020,South Korea
SAMN41574126,ST307,Homo sapiens,2020,South Korea
SAMN41574127,ST307,Homo sapiens,2020,South Korea
SAMN41574128,ST307,Homo sapiens,2020,South Korea
SAMN41574129,ST307,Homo sapiens,2020,South Korea
SAMN41574130,ST307,Homo sapiens,2021,South Korea
SAMN41574131,ST307,Homo sapiens,2021,South Korea
SAMN41574132,ST307,Homo sapiens,2021,South Korea
SAMN41574133,ST307,Homo sapiens,2021,South Korea
SAMN41574134,ST307,Homo sapiens,2021,South Korea
SAMN41574135,ST307,Homo sapiens,2021,South Korea
SAMN41574136,ST307,Homo sapiens,2021,South Korea
SAMN41574137,ST307,Homo sapiens,2021,South Korea
SAMN41574138,ST307,Homo sapiens,2021,South Korea
SAMN41574139,ST307,Homo sapiens,2021,South Korea
SAMN48971855,ST270,Homo sapiens,2021,South Africa
SAMN48971873,ST62811,Homo sapiens,2021,South Africa
SAMN48971922,ST1927,Homo sapiens,2021,South Africa
SAMN48971948,ST17,Homo sapiens,2021,Nigeria
SAMN48971952,ST14,Homo sapiens,2021,Nigeria
SAMN48971990,ST307,Homo sapiens,2020,Ghana
SAMN48972023,ST15,Homo sapiens,2021,Ghana
SAMN48972026,ST15,Homo sapiens,2021,Ghana
SAMN48972055,ST967,Homo sapiens,2021,Ghana
SAMN48972061,ST815,Homo sapiens,2021,Ghana
SAMN48972106,ST147,Homo sapiens,2021,Ghana
SAMN48972107,ST147,Homo sapiens,2021,Ghana
SAMN48972215,ST29,Homo sapiens,2021,Ethiopia
SAMN48972217,ST5731,Homo sapiens,2021,Ethiopia
SAMN48972261,ST29,Homo sapiens,2021,Ethiopia
SAMN48972284,ST20,Homo sapiens,2021,Ethiopia
SAMN48972289,ST20,Homo sapiens,2021,Ethiopia
SAMN48972304,ST340,Homo sapiens,2021,Zambia
SAMN48972412,ST147,Homo sapiens,2021,Malawi
SAMN48972416,ST607,Homo sapiens,2021,Malawi
SAMN48972440,ST39,Homo sapiens,2021,Malawi
SAMN48972453,ST261,Homo sapiens,2021,Malawi
SAMN48972465,ST73,Homo sapiens,2021,Malawi
SAMN48972479,ST268,Homo sapiens,2021,Malawi
SAMN48972483,ST39,Homo sapiens,2021,Malawi
SAMN48972497,ST101,Homo sapiens,2021,Tanzania
SAMN48972511,ST1741,Homo sapiens,2021,Tanzania
SAMN48972522,ST1741,Homo sapiens,2021,Tanzania
SAMN48972564,ST1741,Homo sapiens,2021,Tanzania
SAMN48972570,ST1741,Homo sapiens,2021,Tanzania
SAMN48972584,ST1741,Homo sapiens,2021,Tanzania
SAMN48972589,ST1741,Homo sapiens,2021,Tanzania
SAMN48972592,ST1741,Homo sapiens,2021,Tanzania
SAMN48972596,ST1741,Homo sapiens,2021,Tanzania
SAMN51753790,ST2004,Homo sapiens,2025,USA
SAMN51753791,ST147,Homo sapiens,2025,USA
SAMN51753792,ST147,Homo sapiens,2025,USA
SAMN51753793,ST147,Homo sapiens,2025,USA
SAMN51753794,ST147,Homo sapiens,2025,USA
SAMN51753795,ST1401,Homo sapiens,2025,USA
SAMN51753796,ST147,Homo sapiens,2025,USA
SAMN51753797,ST147,Homo sapiens,2025,USA
SAMN51754115,ST39,Homo sapiens,2025,USA: Florida
SAMN51754117,ST307,Homo sapiens,2025,USA: Florida
SAMN51754165,ST281,Homo sapiens,2025,USA
SAMN51756632,ST35,Homo sapiens,2025,USA
SAMN51756634,ST307,Homo sapiens,2025,USA
SAMN51759464,ST17,Homo sapiens,2025,USA
SAMN51760023,ST13,Homo sapiens,2025,USA
SAMN51760465,ST16,Homo sapiens,2025,USA
SAMN51761550,ST52,Homo sapiens,2025,USA
SAMN51761555,ST14,Homo sapiens,2025,USA
SAMN51761566,ST1777,Homo sapiens,2025,USA
SAMN51795870,ST307,Homo sapiens,2025,USA
SAMN51797706,ST147,Homo sapiens,2025,USA
SAMN51798015,ST45,Homo sapiens,2025,USA
SAMN51820587,ST134,Homo sapiens,2025,USA
SAMN51820588,ST709,Homo sapiens,2025,USA
SAMN51820591,ST147,Homo sapiens,2025,USA
SAMN51863764,ST307,Homo sapiens,2025,USA: California
SAMN51863767,ST14,Homo sapiens,2025,USA: California
SAMN51863775,ST17,Homo sapiens,2025,USA
SAMN51863782,ST1999,Homo sapiens,2025,USA
SAMN51863783,ST147,Homo sapiens,2025,USA
SAMN51863789,ST219,Homo sapiens,2025,USA
SAMN51863790,ST219,Homo sapiens,2025,USA
SAMN51865718,ST268,Homo sapiens,2025,USA
SAMN51865719,ST307,Homo sapiens,2025,USA
SAMN52032398,ST502,Homo sapiens,2025,USA
SAMN52032399,ST258,Homo sapiens,2025,USA
SAMN52037803,ST45,Homo sapiens,2025,USA
SAMN52037805,ST395,Homo sapiens,2025,USA
SAMN52037807,ST4843,Homo sapiens,2025,USA
SAMN52037811,ST4843,Homo sapiens,2025,USA
SAMN52037815,ST128,Homo sapiens,2025,USA
SAMN52037832,ST17,Homo sapiens,2025,USA
SAMN52037833,ST307,Homo sapiens,2025,USA
SAMN52039282,ST14,Homo sapiens,2025,USA: California
SAMN52039284,ST16,Homo sapiens,2025,USA: California
SAMN52039286,ST462,Homo sapiens,2025,USA: California
SAMN52039527,ST323,Homo sapiens,2025,USA
SAMN52039528,ST307,Homo sapiens,2025,USA
SAMN52039529,ST219,Homo sapiens,2025,USA
SAMN52039535,ST1383,Homo sapiens,2025,USA
SAMN52039538,ST412,Homo sapiens,2025,USA
SAMN52039539,ST307,Homo sapiens,2025,USA
SAMN52039541,ST219,Homo sapiens,2025,USA
SAMN52039545,ST39,Homo sapiens,2025,USA
SAMN52039552,ST2108,Homo sapiens,2025,USA
SAMN52064644,ST1427,Homo sapiens,2025,USA
SAMN52066621,ST15,Homo sapiens,2025,USA
SAMN52080797,ST147,Homo sapiens,2025,USA
SAMN52082557,ST20,Homo sapiens,2025,USA
SAMN52194635,ST1271,Homo sapiens,2025,USA
SAMN52203738,ST15,Homo sapiens,2025,USA
SAMN52234551,ST11,Homo sapiens,2025,USA
SAMN52400094,ST17,Homo sapiens,2025,USA
SAMN52400176,ST37,Homo sapiens,2024,USA
SAMN49722458,ST307,Homo sapiens,2025,USA: California
SAMN49722459,ST14,Homo sapiens,2025,USA: California
SAMN49722461,ST14,Homo sapiens,2025,USA: California
SAMN47601920,ST11,Homo sapiens,2022,Chile: Santiago
SAMN47601951,ST14,Homo sapiens,2022,Chile: Santiago
SAMN47602169,ST348,Homo sapiens,2023,Chile: Santiago
SAMN48971987,ST11,Homo sapiens,2022,Nigeria
SAMN48972450,ST39,Homo sapiens,2021,Malawi
SAMN49822890,ST3340,Homo sapiens,2025,USA
SAMN49822892,ST54,Homo sapiens,2025,USA
SAMN49822893,ST54,Homo sapiens,2025,USA
SAMN49822897,ST307,Homo sapiens,2025,USA
SAMN49822912,ST39,Homo sapiens,2025,USA
SAMN49822927,ST25,Homo sapiens,2025,USA
SAMEA6474156,ST101,Homo sapiens,2019,Italy
SAMN14589620,ST231,Homo sapiens,2019,Kuwait
SAMN15226418,ST307,Homo sapiens,2019,USA
SAMN15226448,ST258,Homo sapiens,2020,USA
SAMEA6474170,ST307,Homo sapiens,2019,Italy
SAMN14669255,ST258,Homo sapiens,2019,USA
SAMN14589631,ST231,Homo sapiens,2019,Kuwait
SAMN14392035,ST307,Homo sapiens,2019,USA
SAMEA6474166,ST101,Homo sapiens,2019,Italy
SAMEA6474162,ST307,Homo sapiens,2019,Italy
SAMN14391990,ST258,Homo sapiens,2019,USA
SAMN12390732,ST307,Homo sapiens,2019,Italy
SAMN14669246,ST45,Homo sapiens,2019,USA
SAMN14792088,ST258,Homo sapiens,2020,USA
SAMEA6474138,ST101,Homo sapiens,2019,Italy
SAMN15677817,ST13,Homo sapiens,2019,USA
SAMEA6474142,ST307,Homo sapiens,2019,Italy
SAMN14379679,ST11,Homo sapiens,2020,USA
SAMN14669211,ST258,Homo sapiens,2019,USA
SAMEA6474149,ST101,Homo sapiens,2019,Italy
SAMN15502221,ST231,Homo sapiens,2019,Pakistan
SAMN13620021,ST45,Homo sapiens,2019,Netherlands: Leiden
SAMN15226436,ST277,Homo sapiens,2020,USA
SAMN14669252,ST219,Homo sapiens,2019,USA
SAMN15677828,ST3155,Homo sapiens,2019,USA
SAMEA6474171,ST101,Homo sapiens,2019,Italy
SAMN15226385,ST1083,Homo sapiens,2019,USA
SAMN14589624,ST43,Homo sapiens,2019,Kuwait
SAMN14792113,ST307,Homo sapiens,2020,USA
SAMN15226394,ST14,Homo sapiens,2019,USA
SAMN14792095,ST15,Homo sapiens,2020,USA
SAMEA6474164,ST512,Homo sapiens,2019,Italy
SAMN15226411,ST1661,Homo sapiens,2019,USA
SAMEA6474173,ST11,Homo sapiens,2019,Italy
SAMN15226412,ST323,Homo sapiens,2019,USA
SAMN13620017,ST3248,Homo sapiens,2019,Netherlands: Leiden
SAMN13620019,ST45,Homo sapiens,2019,Netherlands: Leiden
SAMN15677818,ST20,Homo sapiens,2019,USA
SAMN14392003,ST258,Homo sapiens,2019,USA
SAMN14669220,ST437,Homo sapiens,2019,USA
SAMEA6474131,ST101,Homo sapiens,2019,Italy
SAMN14792125,ST15,Homo sapiens,2020,USA
SAMEA6474143,ST512,Homo sapiens,2019,Italy
SAMEA6474147,ST512,Homo sapiens,2019,Italy
SAMN14792120,ST225,Homo sapiens,2020,USA
SAMN15502154,ST231,Homo sapiens,2019,Pakistan
SAMN14669206,ST514,Homo sapiens,2019,USA
SAMN15226386,ST14,Homo sapiens,2019,USA
SAMN15226383,ST14,Homo sapiens,2019,USA
SAMN14792087,ST258,Homo sapiens,2020,USA
SAMN15677826,ST258,Homo sapiens,2019,USA
SAMN15226414,ST3050,Homo sapiens,2019,USA
SAMEA6474148,ST307,Homo sapiens,2019,Italy
SAMEA6474163,ST258,Homo sapiens,2019,Italy
SAMEA6474140,ST258,Homo sapiens,2019,Italy
SAMN13620022,ST3248,Homo sapiens,2019,Netherlands: Leiden
SAMEA6474169,ST101,Homo sapiens,2019,Italy
SAMN15677848,ST147,Homo sapiens,2020,USA
SAMEA6474155,ST307,Homo sapiens,2019,Italy
SAMEA6474137,ST101,Homo sapiens,2019,Italy
SAMN14589625,ST15,Homo sapiens,2019,Kuwait
SAMEA6474157,ST101,Homo sapiens,2019,Italy
SAMN15677821,ST258,Homo sapiens,2019,USA
SAMN14792089,ST307,Homo sapiens,2020,USA
SAMN14669233,ST219,Homo sapiens,2019,USA
SAMEA6474129,ST512,Homo sapiens,2019,Italy
SAMN14392001,ST258,Homo sapiens,2019,USA
SAMN11098619,ST14,Homo sapiens,2019,Sudan: Khartoum
SAMN14792110,ST258,Homo sapiens,2020,USA
SAMN15677847,ST147,Homo sapiens,2020,USA
SAMN14669200,ST2497,Homo sapiens,2019,USA
SAMN14589621,ST231,Homo sapiens,2019,Kuwait
SAMN14669257,ST258,Homo sapiens,2019,USA
SAMEA6474168,ST307,Homo sapiens,2019,Italy
SAMEA6474150,ST307,Homo sapiens,2019,Italy
SAMN15677824,ST3155,Homo sapiens,2019,USA
SAMN13620015,ST3248,Homo sapiens,2019,Netherlands: Leiden
SAMEA6474151,ST101,Homo sapiens,2019,Italy
SAMN15587363,ST16,Homo sapiens,2020,USA
SAMEA6474159,ST307,Homo sapiens,2019,Italy
SAMN15226381,ST258,Homo sapiens,2019,USA
SAMN15677823,ST307,Homo sapiens,2019,USA
SAMEA6474167,ST512,Homo sapiens,2019,Italy
SAMN14792127,ST258,Homo sapiens,2020,USA
SAMN15677825,ST258,Homo sapiens,2019,USA
SAMN15677820,ST45,Homo sapiens,2019,USA
SAMN15677827,ST258,Homo sapiens,2019,USA
SAMN15677819,ST20,Homo sapiens,2019,USA
SAMEA6474144,ST307,Homo sapiens,2019,Italy
SAMN14669269,ST395,Homo sapiens,2019,USA
SAMN13620024,ST3248,Homo sapiens,2019,Netherlands: Leiden
SAMEA6474139,ST512,Homo sapiens,2019,Italy
SAMN14792044,ST147,Homo sapiens,2019,USA
SAMN15502219,ST231,Homo sapiens,2019,Pakistan
SAMEA6474165,ST512,Homo sapiens,2019,Italy
SAMN14792097,ST258,Homo sapiens,2020,USA
SAMN14669256,ST258,Homo sapiens,2019,USA
SAMN13620020,ST45,Homo sapiens,2019,Netherlands: Leiden
SAMN14669263,ST7140,Homo sapiens,2019,USA
SAMN14792099,ST23,Homo sapiens,2020,USA
SAMN15226398,ST45,Homo sapiens,2019,USA
SAMN14669254,ST258,Homo sapiens,2019,USA
SAMEA6474135,ST512,Homo sapiens,2019,Italy
SAMN13620026,ST45,Homo sapiens,2019,Netherlands: Leiden
SAMEA6474153,ST101,Homo sapiens,2019,Italy
SAMN14392000,ST258,Homo sapiens,2019,USA
SAMEA6474161,ST11,Homo sapiens,2019,Italy
SAMN13620016,ST3248,Homo sapiens,2019,Netherlands: Leiden
SAMN15677829,ST3155,Homo sapiens,2019,USA
SAMN14669251,ST11,Homo sapiens,2019,USA
SAMN14792124,ST307,Homo sapiens,2020,USA
SAMN15226402,ST307,Homo sapiens,2019,USA
SAMN13620018,ST45,Homo sapiens,2019,Netherlands: Leiden
SAMN14589623,ST231,Homo sapiens,2019,Kuwait
SAMEA6474133,ST512,Homo sapiens,2019,Italy
SAMN13620025,ST45,Homo sapiens,2019,Netherlands: Leiden
SAMEA6474146,ST307,Homo sapiens,2019,Italy
SAMN15677830,ST258,Homo sapiens,2019,USA
SAMN13620023,ST3248,Homo sapiens,2019,Netherlands: Leiden
SAMEA6474154,ST307,Homo sapiens,2019,Italy
SAMN14669274,ST35,Homo sapiens,2019,USA
SAMEA6474158,ST307,Homo sapiens,2019,Italy
SAMN14669298,ST395,Homo sapiens,2019,USA
SAMN14792112,ST2,Homo sapiens,2020,USA
SAMN13520947,ST307,Homo sapiens,2019,Germany: Mecklenburg-Western Pomerania
SAMN15226440,ST258,Homo sapiens,2020,USA
SAMEA6474141,ST258,Homo sapiens,2019,Italy
SAMN14379680,ST11,Homo sapiens,2020,China
SAMEA6474130,ST512,Homo sapiens,2019,Italy
SAMN15677816,ST54,Homo sapiens,2019,USA
SAMN15226409,ST147,Homo sapiens,2019,USA
SAMN14391989,ST258,Homo sapiens,2019,USA
SAMN14792107,ST462,Homo sapiens,2020,USA
SAMN15226441,ST258,Homo sapiens,2020,USA
SAMEA6474172,ST307,Homo sapiens,2019,Italy
SAMEA6474134,ST307,Homo sapiens,2019,Italy
SAMEA6474160,ST512,Homo sapiens,2019,Italy
SAMN14392004,ST258,Homo sapiens,2019,USA
SAMN14392002,ST258,Homo sapiens,2019,USA
SAMN13620014,ST3248,Homo sapiens,2019,Netherlands: Leiden
SAMEA6474136,ST307,Homo sapiens,2019,Italy
SAMEA6474145,ST307,Homo sapiens,2019,Italy
SAMN14589627,ST231,Homo sapiens,2019,Kuwait
SAMN14792050,ST15,Homo sapiens,2019,USA
SAMEA6474132,ST512,Homo sapiens,2019,Italy
SAMN14589622,ST231,Homo sapiens,2019,Kuwait
SAMN13620027,ST45,Homo sapiens,2019,Netherlands: Leiden
SAMEA6474152,ST307,Homo sapiens,2019,Italy
SAMN15226387,ST307,Homo sapiens,2019,USA
SAMD00256236,ST29,Homo sapiens,2019,Japan
SAMD00256237,ST29,Homo sapiens,2019,Japan
SAMD00256238,ST29,Homo sapiens,2019,Japan
SAMD00256239,ST29,Homo sapiens,2019,Japan
SAMD00256240,ST29,Homo sapiens,2019,Japan
SAMD00256241,ST29,Homo sapiens,2019,Japan
SAMD00256244,ST29,Homo sapiens,2019,Japan
SAMD00256245,ST29,Homo sapiens,2019,Japan
SAMD00256246,ST29,Homo sapiens,2019,Japan
SAMEA8218060,ST307,Homo sapiens,2019,Germany
SAMEA9459745,ST3702,Homo sapiens,2019,Netherlands
SAMEA9459698,ST252,Homo sapiens,2019,Netherlands
SAMEA7461677,ST323,Homo sapiens,2019,Belgium
SAMEA7461678,ST323,Homo sapiens,2019,Belgium
SAMEA7461679,ST323,Homo sapiens,2019,Belgium
SAMEA7461680,ST6516,Homo sapiens,2019,Netherlands
SAMEA7461681,ST6516,Homo sapiens,2019,Netherlands
SAMEA7461682,ST6516,Homo sapiens,2019,Netherlands
SAMEA7461684,ST391,Homo sapiens,2019,Netherlands
SAMEA7461683,ST391,Homo sapiens,2019,Netherlands
SAMEA7461685,ST391,Homo sapiens,2019,Netherlands
SAMEA7461686,ST432,Homo sapiens,2019,Netherlands
SAMEA7461687,ST432,Homo sapiens,2019,Netherlands
SAMEA7461688,ST432,Homo sapiens,2019,Netherlands
SAMEA7461690,ST17,Homo sapiens,2019,Netherlands
SAMEA7461689,ST17,Homo sapiens,2019,Netherlands
SAMEA7461691,ST17,Homo sapiens,2019,Netherlands
SAMEA6451164,ST307,Homo sapiens,2019,United Kingdom
SAMEA6451170,ST11,Homo sapiens,2019,United Kingdom
SAMEA6451165,ST11,Homo sapiens,2019,United Kingdom
SAMEA6451103,ST231,Homo sapiens,2019,United Kingdom
SAMEA8218039,ST383,Homo sapiens,2019,Germany
SAMEA8218051,ST1630,Homo sapiens,2019,Germany
SAMEA8218052,ST307,Homo sapiens,2019,Germany
SAMEA8218058,ST1630,Homo sapiens,2019,Germany
SAMEA8218065,ST1630,Homo sapiens,2019,Germany
SAMEA8218066,ST584,Homo sapiens,2019,Germany
SAMEA8218070,ST1322,Homo sapiens,2019,Germany
SAMEA8218084,ST307,Homo sapiens,2019,Germany
SAMEA8218100,ST219,Homo sapiens,2019,Germany
SAMEA8218101,ST16,Homo sapiens,2019,Germany
SAMEA8218139,ST792,Homo sapiens,2019,Germany
SAMEA8218137,ST1322,Homo sapiens,2019,Germany
SAMEA8218138,ST792,Homo sapiens,2019,Germany
SAMEA8218184,ST14,Homo sapiens,2019,Germany
SAMEA8218185,ST253,Homo sapiens,2019,Germany
SAMEA8218210,ST253,Homo sapiens,2019,Germany
SAMEA8218202,ST14,Homo sapiens,2019,Germany
SAMEA8218209,ST1,Homo sapiens,2019,Germany
SAMEA8218212,ST788,Homo sapiens,2019,Germany
SAMEA8218276,ST133,Homo sapiens,2020,Germany
SAMEA8218217,ST870,Homo sapiens,2019,Germany
SAMEA8218284,ST147,Homo sapiens,2020,Germany
SAMEA8218291,ST487,Homo sapiens,2020,Germany
SAMEA8218297,ST147,Homo sapiens,2020,Germany
SAMEA8218310,ST133,Homo sapiens,2020,Germany
SAMEA8218311,ST1090,Homo sapiens,2020,Germany
SAMEA8218315,ST353,Homo sapiens,2020,Germany
SAMEA8218339,ST353,Homo sapiens,2020,Germany
SAMEA8218314,ST353,Homo sapiens,2020,Germany
SAMEA8218313,ST4322,Homo sapiens,2020,Germany
SAMEA8218349,ST252,Homo sapiens,2020,Germany
SAMEA8218340,ST353,Homo sapiens,2020,Germany
SAMEA8218343,ST7334,Homo sapiens,2020,Germany
SAMEA8218360,ST147,Homo sapiens,2020,Germany
SAMEA8218362,ST147,Homo sapiens,2020,Germany
SAMEA8218351,ST353,Homo sapiens,2020,Germany
SAMEA8218352,ST353,Homo sapiens,2020,Germany
SAMEA8218363,ST29,Homo sapiens,2020,Germany
SAMEA8218398,ST3370,Homo sapiens,2020,Germany
SAMEA8218392,ST14,Homo sapiens,2020,Germany
SAMEA8218422,ST147,Homo sapiens,2020,Germany
SAMEA8218428,ST13,Homo sapiens,2020,Germany
SAMEA8218430,ST3659,Homo sapiens,2020,Germany
SAMEA8218429,ST336,Homo sapiens,2020,Germany
SAMEA8218433,ST10,Homo sapiens,2020,Germany
SAMEA8391953,ST437,Homo sapiens,2019,Spain
SAMEA8391954,ST437,Homo sapiens,2019,Spain
SAMEA8391955,ST437,Homo sapiens,2019,Spain
SAMEA9459695,ST252,Homo sapiens,2019,Netherlands
SAMEA9459697,ST252,Homo sapiens,2019,Netherlands
SAMEA9459749,ST252,Homo sapiens,2019,Netherlands
SAMEA9459743,ST252,Homo sapiens,2019,Netherlands
SAMEA9459751,ST16,Homo sapiens,2019,Netherlands
SAMEA9459748,ST1017,Homo sapiens,2019,Netherlands
